#Stations in TA
#Net,Station,Lat,Long,Elev,Est.Thick,StdDev,Est.Vp/Vs,StdDev,AssumedVp,Vs,PoissonsRatio,NumEQ,Complexity
TA,Z29A,33.2595,-101.7062,938 m,29 km,5.9 km,1.92,0.03,6.426 km/s,3.347 km/s,0.31,32,0.62,Hungry Hill Ranch Wilson TX USA,USArray Transportable Network (new EarthScope stations)
TA,W13A,35.099,-113.8854,1988 m,28 km,0.2 km,1.80,0.02,6.276 km/s,3.487 km/s,0.28,122,0.47,Hualapai Mountain Park Kingman AZ USA,USArray Transportable Network (new EarthScope stations)
TA,229A,31.9671,-101.8107,804 m,43 km,8.1 km,1.81,0.11,6.38 km/s,3.525 km/s,0.28,25,0.72,Bryant Ranch Stanton TX USA,USArray Transportable Network (new EarthScope stations)
TA,228A,32.118,-102.5918,954 m,42 km,2.2 km,1.86,0.03,6.129 km/s,3.295 km/s,0.30,37,0.61,UT Block 9 Goldsmith TX USA,USArray Transportable Network (new EarthScope stations)
TA,430A,30.7866,-101.2362,768 m,46 km,3.0 km,1.80,0.05,6.38 km/s,3.544 km/s,0.28,30,0.62,Baggett Ranch Ozona TX USA,USArray Transportable Network (new EarthScope stations)
TA,Z16A,33.341,-111.4273,537 m,26 km,0.5 km,1.75,0.02,6.276 km/s,3.586 km/s,0.26,56,0.40,Peralta Trail Apache Junction AZ USA,USArray Transportable Network (new EarthScope stations)
TA,529A,30.1246,-102.2204,764 m,51 km,6.4 km,1.62,0.09,6.121 km/s,3.778 km/s,0.19,31,0.83,Stev Forest Ranch Sanderson TX USA,USArray Transportable Network (new EarthScope stations)
TA,V15A,35.8191,-112.1731,1891 m,42 km,1.5 km,1.75,0.02,6.276 km/s,3.586 km/s,0.26,59,0.60,Kaibab National Forest USFS William AZ USA,USArray Transportable Network (new EarthScope stations)
TA,531A,30.1645,-100.5464,661 m,67 km,5.5 km,1.60,0.05,6.38 km/s,3.987 km/s,0.18,37,0.83,Rocksprings TX USA,USArray Transportable Network (new EarthScope stations)
TA,432A,30.8755,-99.7937,647 m,42 km,0.3 km,1.81,0.01,6.498 km/s,3.59 km/s,0.28,47,0.40,Menard TX USA,USArray Transportable Network (new EarthScope stations)
TA,226B,32.0778,-104.1654,981 m,28 km,4.0 km,1.60,0.06,6.232 km/s,3.895 km/s,0.18,21,0.89,Tecolote Peak Malaga NM USA,USArray Transportable Network (new EarthScope stations)
TA,530A,30.1489,-101.3379,636 m,42 km,7.5 km,2.06,0.21,6.38 km/s,3.097 km/s,0.35,47,0.72,J-C Ranch Comstock TX USA,USArray Transportable Network (new EarthScope stations)
TA,230A,31.8878,-101.1124,742 m,44 km,0.5 km,1.74,0.02,6.38 km/s,3.667 km/s,0.25,39,0.57,Sterling City TX USA,USArray Transportable Network (new EarthScope stations)
TA,631A,29.4123,-100.5759,344 m,34 km,1.2 km,1.77,0.02,6.12 km/s,3.458 km/s,0.27,47,0.42,Perdido Creek Ranch Del Rio TX USA,USArray Transportable Network (new EarthScope stations)
TA,632A,29.5071,-99.7863,420 m,45 km,5.5 km,1.87,0.10,6.347 km/s,3.394 km/s,0.30,34,0.63,Uvalde TX USA,USArray Transportable Network (new EarthScope stations)
TA,231A,31.9353,-100.3163,574 m,40 km,3.7 km,1.75,0.09,6.38 km/s,3.646 km/s,0.26,35,0.61,Bronte TX USA,USArray Transportable Network (new EarthScope stations)
TA,331A,31.3085,-100.4266,615 m,41 km,3.5 km,1.92,0.06,6.38 km/s,3.323 km/s,0.31,38,0.69,San Angelo TX USA,USArray Transportable Network (new EarthScope stations)
TA,332A,31.3829,-99.7423,513 m,47 km,3.3 km,1.72,0.04,6.498 km/s,3.778 km/s,0.24,50,0.64,Millersview TX USA,USArray Transportable Network (new EarthScope stations)
TA,232A,31.888,-99.6469,621 m,44 km,0.3 km,1.77,0.02,6.498 km/s,3.671 km/s,0.27,40,0.46,Coleman TX USA,USArray Transportable Network (new EarthScope stations)
TA,Z32A,33.3066,-99.4783,427 m,45 km,2.6 km,1.76,0.04,6.426 km/s,3.651 km/s,0.26,37,0.64,Haskell TX USA,USArray Transportable Network (new EarthScope stations)
TA,Y30A,33.8766,-100.8978,812 m,36 km,3.8 km,2.10,0.08,6.426 km/s,3.06 km/s,0.35,25,0.73,Stafford Cattle Company Roaring Springs TX USA,USArray Transportable Network (new EarthScope stations)
TA,130A,32.5961,-100.9652,676 m,45 km,0.4 km,1.76,0.01,6.426 km/s,3.651 km/s,0.26,37,0.57,Snyder TX USA,USArray Transportable Network (new EarthScope stations)
TA,X30A,34.4461,-100.874,698 m,48 km,6.3 km,1.79,0.09,6.426 km/s,3.59 km/s,0.27,28,0.66,Coker Ranch Turkey TX USA,USArray Transportable Network (new EarthScope stations)
TA,131A,32.6737,-100.3888,622 m,42 km,2.3 km,1.76,0.05,6.426 km/s,3.651 km/s,0.26,39,0.63,Roby TX USA,USArray Transportable Network (new EarthScope stations)
TA,Y28A,33.9086,-102.2479,1068 m,43 km,1.8 km,1.83,0.01,6.129 km/s,3.349 km/s,0.29,27,0.49,McKinney Farm Littlefield TX USA,USArray Transportable Network (new EarthScope stations)
TA,431A,30.6824,-100.6079,700 m,49 km,5.5 km,1.72,0.09,6.38 km/s,3.709 km/s,0.24,34,0.67,Sonora TX USA,USArray Transportable Network (new EarthScope stations)
TA,T22A,37.0138,-106.903,2224 m,39 km,5.9 km,2.00,0.11,6.159 km/s,3.079 km/s,0.33,61,0.68,Edith CO USA,USArray Transportable Network (new EarthScope stations)
TA,X28A,34.5185,-102.1973,1160 m,34 km,4.7 km,1.95,0.12,6.242 km/s,3.201 km/s,0.32,29,0.70,Dimmitt TX USA,USArray Transportable Network (new EarthScope stations)
TA,329A,31.487,-101.9808,842 m,26 km,3.6 km,1.60,0.13,6.38 km/s,3.987 km/s,0.18,34,0.86,Wagon Wheel Ranch Midkiff TX USA,USArray Transportable Network (new EarthScope stations)
TA,429A,30.6248,-101.8938,804 m,45 km,2.8 km,1.77,0.08,6.38 km/s,3.605 km/s,0.27,31,0.66,Davenport Ranch Sheffield TX USA,USArray Transportable Network (new EarthScope stations)
TA,732A,28.7292,-99.9707,178 m,34 km,3.1 km,1.77,0.10,6.347 km/s,3.586 km/s,0.27,33,0.55,Laxson Ranch Crystal City TX USA,USArray Transportable Network (new EarthScope stations)
TA,532A,30.1278,-99.9049,703 m,46 km,2.9 km,1.98,0.05,6.498 km/s,3.282 km/s,0.33,45,0.62,Rocksprings TX USA,USArray Transportable Network (new EarthScope stations)
TA,330A,31.4063,-101.1752,742 m,41 km,0.7 km,1.92,0.03,6.38 km/s,3.323 km/s,0.31,33,0.61,Mertzon TX USA,USArray Transportable Network (new EarthScope stations)
TA,Z30A,33.2861,-101.1282,729 m,49 km,2.3 km,1.76,0.05,6.426 km/s,3.651 km/s,0.26,38,0.60,Sanderson Ranch Post TX USA,USArray Transportable Network (new EarthScope stations)
TA,Y31A,33.9629,-100.2615,530 m,46 km,3.0 km,1.87,0.04,6.426 km/s,3.436 km/s,0.30,27,0.58,Rekieta Farm Paducah TX USA,USArray Transportable Network (new EarthScope stations)
TA,Z31A,33.3183,-100.1435,547 m,44 km,0.8 km,1.78,0.02,6.426 km/s,3.61 km/s,0.27,29,0.55,Sharp Cattle Ranch Aspermont TX USA,USArray Transportable Network (new EarthScope stations)
TA,Y32A,34.0036,-99.442,412 m,27 km,9.0 km,1.74,0.06,6.315 km/s,3.629 km/s,0.25,33,0.78,R-V Farms Vernon TX USA,USArray Transportable Network (new EarthScope stations)
TA,W30A,35.1818,-100.577,870 m,47 km,8.2 km,1.84,0.11,6.426 km/s,3.492 km/s,0.29,25,0.72,Crockett Farms Inc. McLean TX USA,USArray Transportable Network (new EarthScope stations)
TA,X31A,34.6309,-99.9793,514 m,46 km,3.4 km,1.60,0.13,6.315 km/s,3.947 km/s,0.18,27,0.86,McDonald Ranch Hollis OK USA,USArray Transportable Network (new EarthScope stations)
TA,W31A,35.1864,-99.9435,644 m,42 km,5.4 km,1.96,0.12,6.315 km/s,3.222 km/s,0.32,25,0.70,Holland Ranch Erick OK USA,USArray Transportable Network (new EarthScope stations)
TA,O16A,40.2067,-111.5024,1789 m,34 km,0.5 km,1.77,0.02,6.155 km/s,3.477 km/s,0.27,48,0.46,Springville UT USA,USArray Transportable Network (new EarthScope stations)
TA,T31A,37.0977,-99.6771,564 m,43 km,4.4 km,1.83,0.10,6.426 km/s,3.511 km/s,0.29,26,0.70,Randall Ranch Ashland KS USA,USArray Transportable Network (new EarthScope stations)
TA,U30A,36.5304,-100.6509,881 m,44 km,4.1 km,1.91,0.09,6.483 km/s,3.394 km/s,0.31,22,0.67,WK&E Inc. Balko OK USA,USArray Transportable Network (new EarthScope stations)
TA,N24A,40.8271,-104.8824,1695 m,34 km,5.4 km,2.10,0.12,6.306 km/s,3.003 km/s,0.35,28,0.73,Carr CO USA,USArray Transportable Network (new EarthScope stations)
TA,Z18A,33.0851,-110.0362,812 m,25 km,0.2 km,1.96,0.02,6.276 km/s,3.202 km/s,0.32,42,0.50,Geronimo AZ USA,USArray Transportable Network (new EarthScope stations)
TA,M14A,41.503,-113.3471,1318 m,30 km,0.2 km,1.62,0.04,6.276 km/s,3.874 km/s,0.19,62,0.67,Sheep Mountain BLM Rosette UT USA,USArray Transportable Network (new EarthScope stations)
TA,W16A,35.0951,-111.5318,2192 m,40 km,0.3 km,1.87,0.01,6.207 km/s,3.319 km/s,0.30,60,0.39,Flagstaff AZ USA,USArray Transportable Network (new EarthScope stations)
TA,113A,32.7683,-113.7667,118 m,28 km,0.2 km,1.71,0.01,6.264 km/s,3.663 km/s,0.24,94,0.34,Mohawk Valley Roll AZ USA,USArray Transportable Network (new EarthScope stations)
TA,L19A,42.1012,-109.3575,2034 m,46 km,1.8 km,1.64,0.02,6.161 km/s,3.757 km/s,0.20,37,0.74,Farson WY USA,USArray Transportable Network (new EarthScope stations)
TA,V20A,35.7992,-108.4662,1889 m,48 km,2.7 km,1.73,0.08,6.496 km/s,3.755 km/s,0.25,43,0.76,Brimhall NM USA,USArray Transportable Network (new EarthScope stations)
TA,V30A,35.7623,-100.6892,931 m,69 km,11 km,1.63,0.14,6.426 km/s,3.942 km/s,0.20,21,0.80,Spur Ranch Miami TX USA,USArray Transportable Network (new EarthScope stations)
TA,V31A,35.7739,-99.8425,687 m,25 km,4.5 km,1.98,0.05,6.315 km/s,3.189 km/s,0.33,10,0.66,Spring Creek Lake Blk. Kettle Nat Grslnd OK USA,USArray Transportable Network (new EarthScope stations)
TA,T29A,37.1565,-101.2942,936 m,45 km,0.3 km,1.82,0.01,6.483 km/s,3.562 km/s,0.28,36,0.38,Hugoton KS USA,USArray Transportable Network (new EarthScope stations)
TA,U27A,36.4213,-102.8246,1342 m,46 km,7.2 km,1.80,0.12,6.306 km/s,3.503 km/s,0.28,21,0.73,Thompson Grove Rita Blanca Nat Grassland TX USA,USArray Transportable Network (new EarthScope stations)
TA,U31A,36.3695,-99.8508,725 m,27 km,8.3 km,1.60,0.11,6.426 km/s,4.016 km/s,0.18,24,0.90,Nine Bar Ranch Gage OK USA,USArray Transportable Network (new EarthScope stations)
TA,V27A,35.7569,-102.8361,1228 m,52 km,8.9 km,1.73,0.11,6.242 km/s,3.608 km/s,0.25,24,0.77,Dan Oppilter Farms Dalhart TX USA,USArray Transportable Network (new EarthScope stations)
TA,E07A,46.5585,-119.8548,561 m,30 km,4.2 km,1.99,0.11,6.419 km/s,3.226 km/s,0.33,44,0.68,Sunnyside WA USA,USArray Transportable Network (new EarthScope stations)
TA,U16A,36.1428,-111.1297,1544 m,38 km,6.8 km,1.60,0.10,6.247 km/s,3.904 km/s,0.18,54,0.89,Tuba City AZ USA,USArray Transportable Network (new EarthScope stations)
TA,U13A,36.4151,-113.9653,712 m,35 km,5.5 km,1.76,0.14,6.194 km/s,3.519 km/s,0.26,54,0.71,Pakoon Wash AZ USA,USArray Transportable Network (new EarthScope stations)
TA,319A,31.3757,-109.2809,1187 m,30 km,0.2 km,1.78,0.01,6.182 km/s,3.473 km/s,0.27,94,0.25,Douglas AZ USA,USArray Transportable Network (new EarthScope stations)
TA,116A,32.5618,-111.7042,477 m,27 km,0.5 km,1.74,0.01,6.276 km/s,3.607 km/s,0.25,82,0.41,Eloy AZ USA,USArray Transportable Network (new EarthScope stations)
TA,Z19A,33.2921,-109.2657,1397 m,32 km,0.6 km,1.87,0.03,6.276 km/s,3.356 km/s,0.30,47,0.50,T-Link Ranch Clifton AZ USA,USArray Transportable Network (new EarthScope stations)
TA,W22A,35.0719,-106.8674,1813 m,53 km,6.8 km,1.72,0.12,6.502 km/s,3.78 km/s,0.24,15,0.64,Albuquerque NM USA,USArray Transportable Network (new EarthScope stations)
TA,W25A,35.2177,-104.4606,1446 m,41 km,0.6 km,1.83,0.02,6.419 km/s,3.508 km/s,0.29,47,0.50,X Bar L Ranch Newkirk NM USA,USArray Transportable Network (new EarthScope stations)
TA,A05A,48.9983,-122.0852,174 m,37 km,2.1 km,1.71,0.06,6.566 km/s,3.84 km/s,0.24,60,0.56,Maple Falls WA USA,USArray Transportable Network (new EarthScope stations)
TA,E08A,46.4911,-119.0595,233 m,33 km,0.3 km,1.72,0.01,6.419 km/s,3.732 km/s,0.24,54,0.54,Dider Farm Eltopia WA USA,USArray Transportable Network (new EarthScope stations)
TA,T30A,37.0526,-100.5274,778 m,46 km,1.4 km,1.75,0.03,6.483 km/s,3.705 km/s,0.26,26,0.58,Plains KS USA,USArray Transportable Network (new EarthScope stations)
TA,S28A,37.5899,-101.8979,1064 m,48 km,1.2 km,1.77,0.02,6.483 km/s,3.663 km/s,0.27,36,0.61,Manter KS USA,USArray Transportable Network (new EarthScope stations)
TA,U29A,36.4519,-101.2702,928 m,38 km,4.3 km,1.97,0.08,6.483 km/s,3.291 km/s,0.33,37,0.68,Oasis Ranch Spearman TX USA,USArray Transportable Network (new EarthScope stations)
TA,U28A,36.3793,-102.2243,1165 m,49 km,1.8 km,1.74,0.04,6.306 km/s,3.624 km/s,0.25,26,0.53,Mallet Rita Blanca National Grassland TX USA,USArray Transportable Network (new EarthScope stations)
TA,S29A,37.6199,-101.118,931 m,46 km,1.6 km,1.80,0.02,6.483 km/s,3.602 km/s,0.28,29,0.62,Ulysses KS USA,USArray Transportable Network (new EarthScope stations)
TA,S30A,37.6402,-100.464,853 m,48 km,2.4 km,1.80,0.05,6.483 km/s,3.602 km/s,0.28,26,0.53,Montezuma KS USA,USArray Transportable Network (new EarthScope stations)
TA,R28A,38.3423,-101.8106,1108 m,28 km,7.5 km,1.70,0.10,6.483 km/s,3.814 km/s,0.24,35,0.87,Tribune KS USA,USArray Transportable Network (new EarthScope stations)
TA,R29A,38.4243,-101.1383,957 m,45 km,9.0 km,1.88,0.10,6.483 km/s,3.448 km/s,0.30,32,0.63,Marienthal KS USA,USArray Transportable Network (new EarthScope stations)
TA,S31A,37.6193,-99.4845,700 m,46 km,7.8 km,1.82,0.16,6.426 km/s,3.531 km/s,0.28,23,0.70,Mullinville KS USA,USArray Transportable Network (new EarthScope stations)
TA,R30A,38.2844,-100.2769,776 m,51 km,4.6 km,1.82,0.07,6.483 km/s,3.562 km/s,0.28,24,0.57,Dighton KS USA,USArray Transportable Network (new EarthScope stations)
TA,Q28A,39.0623,-101.8309,1133 m,43 km,0.9 km,1.83,0.08,6.483 km/s,3.543 km/s,0.29,30,0.61,Sharon Springs KS USA,USArray Transportable Network (new EarthScope stations)
TA,P28A,39.5732,-101.7548,1105 m,48 km,6.9 km,1.80,0.08,6.483 km/s,3.602 km/s,0.28,32,0.66,Satin Francis KS USA,USArray Transportable Network (new EarthScope stations)
TA,M29A,41.4441,-100.6892,952 m,25 km,0.9 km,2.00,0.03,6.483 km/s,3.241 km/s,0.33,31,0.69,Burnside Ranch Stapleton NE USA,USArray Transportable Network (new EarthScope stations)
TA,Q30A,38.9772,-100.2207,797 m,44 km,3.9 km,1.81,0.02,6.483 km/s,3.582 km/s,0.28,36,0.65,Quinter KS USA,USArray Transportable Network (new EarthScope stations)
TA,P30A,39.5442,-100.2468,788 m,45 km,4.8 km,1.80,0.11,6.483 km/s,3.602 km/s,0.28,30,0.75,Selden KS USA,USArray Transportable Network (new EarthScope stations)
TA,Q31A,39.0048,-99.395,680 m,44 km,3.4 km,1.77,0.08,6.483 km/s,3.663 km/s,0.27,37,0.58,Ellis KS USA,USArray Transportable Network (new EarthScope stations)
TA,M30A,41.5371,-99.8723,853 m,48 km,11 km,1.60,0.24,6.53 km/s,4.081 km/s,0.18,20,0.85,Dale-Ortello Valley Anselmo NE USA,USArray Transportable Network (new EarthScope stations)
TA,N29A,40.8189,-100.6264,897 m,34 km,7.5 km,1.75,0.14,6.483 km/s,3.705 km/s,0.26,30,0.80,Votaw Ranch Wellfleet NE USA,USArray Transportable Network (new EarthScope stations)
TA,N28A,40.6873,-101.5406,1009 m,52 km,2.2 km,1.60,0.06,6.483 km/s,4.052 km/s,0.18,21,0.81,Pribbeno Ranch Imperial NE USA,USArray Transportable Network (new EarthScope stations)
TA,N30A,40.7957,-100.1001,842 m,43 km,2.7 km,1.92,0.04,6.483 km/s,3.377 km/s,0.31,29,0.58,Hueftle Ranch Cozad NE USA,USArray Transportable Network (new EarthScope stations)
TA,O30A,40.1791,-100.0571,751 m,46 km,0.8 km,1.84,0.02,6.483 km/s,3.523 km/s,0.29,33,0.57,M W Ranch Wilsonville NE USA,USArray Transportable Network (new EarthScope stations)
TA,J28A,43.4239,-101.2359,835 m,30 km,7.8 km,1.94,0.15,6.483 km/s,3.342 km/s,0.32,27,0.52,Allard Ranch Norris SD USA,USArray Transportable Network (new EarthScope stations)
TA,K28A,42.7136,-101.3665,986 m,52 km,6.4 km,1.65,0.08,6.483 km/s,3.929 km/s,0.21,19,0.81,Ten Mile Ranch Cody NE USA,USArray Transportable Network (new EarthScope stations)
TA,L29A,42.0641,-100.4779,901 m,39 km,8.5 km,1.76,0.16,6.483 km/s,3.684 km/s,0.26,25,0.71,Maesberg Ranch Thedford NE USA,USArray Transportable Network (new EarthScope stations)
TA,Q29A,38.8905,-100.9787,895 m,46 km,2.1 km,1.78,0.04,6.483 km/s,3.642 km/s,0.27,33,0.59,Oakley KS USA,USArray Transportable Network (new EarthScope stations)
TA,P29A,39.6021,-100.9316,929 m,42 km,2.2 km,1.86,0.04,6.483 km/s,3.485 km/s,0.30,40,0.61,Atwood KS USA,USArray Transportable Network (new EarthScope stations)
TA,M28A,41.3956,-101.3715,1071 m,51 km,0.8 km,1.68,0.03,6.483 km/s,3.859 km/s,0.23,23,0.58,Bar X Bar Ranch Keystone NE USA,USArray Transportable Network (new EarthScope stations)
TA,R31A,38.2888,-99.5271,667 m,42 km,0.2 km,1.79,0.01,6.483 km/s,3.622 km/s,0.27,36,0.35,Burdett KS USA,USArray Transportable Network (new EarthScope stations)
TA,O29A,40.1253,-100.7977,826 m,45 km,4.8 km,1.89,0.07,6.483 km/s,3.43 km/s,0.31,40,0.66,4D Ranch Culbertson NE USA,USArray Transportable Network (new EarthScope stations)
TA,K29A,42.7612,-100.3182,840 m,25 km,8.3 km,1.99,0.19,6.483 km/s,3.258 km/s,0.33,30,0.81,Lazy Trails Angus Ranch Wood Lake NE USA,USArray Transportable Network (new EarthScope stations)
TA,P31A,39.5211,-99.3783,665 m,43 km,5.4 km,1.83,0.08,6.483 km/s,3.543 km/s,0.29,34,0.67,Stockton KS USA,USArray Transportable Network (new EarthScope stations)
TA,Q13A,38.9551,-114.0202,1583 m,30 km,4.3 km,1.92,0.07,6.276 km/s,3.269 km/s,0.31,66,0.69,Wheeler Ranch Garrison UT USA,USArray Transportable Network (new EarthScope stations)
TA,O28A,40.1262,-101.7735,1032 m,43 km,4.6 km,1.63,0.15,6.483 km/s,3.977 km/s,0.20,30,0.83,Krutsinger Ranch Parks NE USA,USArray Transportable Network (new EarthScope stations)
TA,L28A,42.0073,-101.5196,1155 m,30 km,11 km,2.08,0.20,6.483 km/s,3.117 km/s,0.35,17,0.72,Connealy Angus Ranch Whitman NE USA,USArray Transportable Network (new EarthScope stations)
TA,X16A,34.4178,-111.4411,1759 m,38 km,1.1 km,1.72,0.09,6.207 km/s,3.609 km/s,0.24,87,0.69,Lo Mia Camp Pine AZ USA,USArray Transportable Network (new EarthScope stations)
TA,J25A,43.3901,-103.8026,1220 m,57 km,12 km,1.73,0.17,6.483 km/s,3.747 km/s,0.25,37,0.81,Sunshine Ranch Edgemont SD USA,USArray Transportable Network (new EarthScope stations)
TA,E26A,46.4712,-102.4621,806 m,38 km,8.1 km,2.02,0.13,6.402 km/s,3.169 km/s,0.34,13,0.63,Carlson Angus Ranch Regent ND USA,USArray Transportable Network (new EarthScope stations)
TA,P21A,39.524,-107.4493,2097 m,49 km,1.5 km,1.61,0.09,6.306 km/s,3.917 km/s,0.19,32,0.74,Newcastle CO USA,USArray Transportable Network (new EarthScope stations)
TA,I25A,44.0196,-103.7324,1856 m,28 km,6.3 km,1.63,0.12,6.242 km/s,3.829 km/s,0.20,40,0.88,Rochford SD USA,USArray Transportable Network (new EarthScope stations)
TA,H27A,44.6329,-102.0775,748 m,42 km,6.6 km,1.69,0.16,6.242 km/s,3.693 km/s,0.23,30,0.83,Howes SD USA,USArray Transportable Network (new EarthScope stations)
TA,G28A,45.0749,-100.9161,709 m,46 km,4.3 km,1.71,0.09,6.53 km/s,3.819 km/s,0.24,24,0.65,Parade SD USA,USArray Transportable Network (new EarthScope stations)
TA,H28A,44.6751,-101.0206,642 m,25 km,8.2 km,2.06,0.17,6.53 km/s,3.17 km/s,0.35,42,0.78,Mission Ridge SD USA,USArray Transportable Network (new EarthScope stations)
TA,I27A,44.069,-102.0525,867 m,52 km,6.7 km,1.62,0.11,6.242 km/s,3.853 km/s,0.19,28,0.81,Quinn SD USA,USArray Transportable Network (new EarthScope stations)
TA,I26A,44.0309,-102.8596,971 m,53 km,8.4 km,1.60,0.19,6.242 km/s,3.901 km/s,0.18,22,0.89,New Underwood SD USA,USArray Transportable Network (new EarthScope stations)
TA,Y23A,33.9315,-106.0549,1789 m,40 km,0.2 km,1.76,0.01,6.502 km/s,3.694 km/s,0.26,50,0.39,Lovelace Mesa Carrizozo NM USA,USArray Transportable Network (new EarthScope stations)
TA,T24A,37.0738,-105.0521,2510 m,47 km,6.3 km,1.72,0.16,6.316 km/s,3.672 km/s,0.24,16,0.72,Torres Weston CO USA,USArray Transportable Network (new EarthScope stations)
TA,I28A,43.9996,-101.1692,655 m,47 km,2.5 km,1.86,0.04,6.483 km/s,3.485 km/s,0.30,33,0.64,Midland SD USA,USArray Transportable Network (new EarthScope stations)
TA,I20A,43.9496,-108.1283,1342 m,43 km,10 km,2.06,0.19,6.161 km/s,2.991 km/s,0.35,31,0.80,Worland WY USA,USArray Transportable Network (new EarthScope stations)
